Txn Date,Store,Category,Payment Type,Basket Items,Basket Value
17.03.2025,Store 33,Laptops,Cash,15,392.32
01.11.2024,Store 10,Monitors,Cash,20,318.57
04.07.2024,Store 14,Peripherals,Wallet,4,31.05
22.09.2024,Store 33,Monitors,Voucher,17,29.79
27.03.2024,Store 05,Networking,Voucher,6,383.35
10.05.2024,Store 36,Networking,Cash,19,466.76
09.05.2024,Store 08,Laptops,Cash,11,410.07
05.02.2024,Store 01,Storage,Voucher,18,145.41
18.10.2025,Store 11,Peripherals,Card,22,168.25
11.09.2025,Store 21,Monitors,Card,13,331.35
15.08.2024,Store 11,Laptops,Voucher,2,292.99
14.07.2025,Store 15,Storage,Wallet,3,49.9
02.10.2025,Store 12,Peripherals,Wallet,14,359.87
18.09.2025,Store 23,Storage,Cash,22,111.68
18.10.2025,Store 05,Monitors,Cash,17,475.75
27.07.2025,Store 18,Storage,Wallet,2,419.31
14.09.2024,Store 36,Monitors,Cash,19,121.7
04.10.2024,Store 05,Laptops,Voucher,22,452.14
22.06.2025,Store 11,Peripherals,Voucher,13,462.7
24.08.2024,Store 31,Networking,Wallet,4,41.85
22.12.2024,Store 32,Storage,Voucher,7,143.89
17.09.2025,Store 33,Peripherals,Voucher,7,279.61
13.03.2024,Store 36,Laptops,Card,16,58.78
13.05.2025,Store 29,Peripherals,Card,13,259.22
22.08.2024,Store 24,Laptops,Wallet,19,167.55
26.03.2024,Store 30,Monitors,Cash,20,476.95
05.10.2025,Store 37,Networking,Card,9,301.19
22.10.2025,Store 27,Laptops,Voucher,15,346.33
10.11.2025,Store 04,Peripherals,Voucher,9,470.43
02.07.2024,Store 21,Laptops,Wallet,15,378.17
12.10.2024,Store 32,Laptops,Voucher,19,246.56
06.06.2024,Store 37,Laptops,Wallet,11,192.15
15.12.2024,Store 31,Networking,Cash,21,23.38
09.08.2024,Store 31,Peripherals,Wallet,1,353.31
13.07.2025,Store 02,Networking,Wallet,20,237.86
07.02.2025,Store 33,Networking,Wallet,21,243.98
04.09.2024,Store 07,Networking,Card,7,137.9
20.05.2025,Store 10,Laptops,Cash,17,329.5
21.08.2024,Store 15,Monitors,Card,3,244.14
18.09.2024,Store 24,Laptops,Wallet,2,118.03
04.04.2024,Store 03,Monitors,Cash,4,404.05
31.12.2024,Store 15,Storage,Voucher,4,426.59
16.07.2024,Store 17,Networking,Cash,12,402.16
14.10.2024,Store 07,Storage,Cash,12,324.83
01.12.2025,Store 14,Networking,Card,5,109.93
13.12.2024,Store 24,Peripherals,Wallet,9,101.88
22.01.2025,Store 13,Peripherals,Card,12,370.2
12.01.2025,Store 12,Networking,Cash,13,246.02
19.02.2025,Store 06,Peripherals,Cash,16,125.1
18.05.2025,Store 39,Monitors,Cash,16,389.6
25.10.2024,Store 38,Laptops,Card,5,48.81
20.11.2024,Store 39,Networking,Voucher,5,120.3
20.05.2025,Store 29,Laptops,Voucher,4,33.59
10.02.2025,Store 15,Storage,Wallet,18,111.92
10.12.2024,Store 36,Peripherals,Wallet,11,467.6
20.02.2025,Store 33,Networking,Wallet,17,192.91
05.05.2024,Store 27,Peripherals,Card,5,18.06
18.06.2024,Store 19,Peripherals,Cash,3,421.68
02.01.2024,Store 22,Laptops,Voucher,16,256.36
09.02.2024,Store 22,Networking,Card,9,385.58
12.08.2025,Store 31,Laptops,Cash,19,6.74
04.08.2025,Store 39,Storage,Voucher,15,285.79
04.08.2025,Store 09,Storage,Cash,11,34.46
08.09.2024,Store 13,Monitors,Card,5,417.26
22.08.2025,Store 08,Monitors,Cash,9,20.87
25.05.2024,Store 35,Monitors,Voucher,5,437.13
21.07.2024,Store 12,Monitors,Voucher,9,378.79
23.06.2025,Store 36,Networking,Cash,10,128.22
29.11.2024,Store 37,Laptops,Voucher,11,326.64
01.08.2024,Store 03,Monitors,Card,21,150.64
01.10.2025,Store 33,Laptops,Cash,6,42.85
01.08.2025,Store 17,Storage,Card,20,72.21
18.04.2024,Store 06,Networking,Cash,18,423.93
15.01.2024,Store 39,Peripherals,Card,4,95.11
05.06.2024,Store 14,Monitors,Wallet,20,333.39
20.01.2025,Store 16,Networking,Cash,19,288.16
03.09.2024,Store 18,Storage,Voucher,12,341.05
20.06.2025,Store 05,Peripherals,Wallet,17,336.9
01.05.2024,Store 18,Storage,Cash,19,43.49
15.06.2025,Store 04,Monitors,Cash,9,171.28
18.06.2024,Store 35,Monitors,Cash,7,18.86
22.12.2024,Store 23,Storage,Card,10,263.83
20.03.2025,Store 15,Storage,Voucher,19,174.71
04.09.2025,Store 40,Networking,Wallet,3,446.7
21.05.2024,Store 37,Monitors,Voucher,4,357.78
18.07.2024,Store 31,Storage,Cash,22,295.93
06.09.2024,Store 30,Networking,Wallet,13,168.7
13.09.2025,Store 05,Monitors,Voucher,11,290.45
24.02.2025,Store 17,Monitors,Wallet,3,269.42
22.05.2025,Store 36,Networking,Card,13,229.3
09.03.2025,Store 32,Peripherals,Card,5,447.98
06.08.2025,Store 05,Laptops,Wallet,18,355.18
25.01.2024,Store 22,Laptops,Cash,1,367.43
18.09.2025,Store 36,Networking,Card,7,355.61
19.12.2024,Store 04,Laptops,Wallet,11,425.76
18.06.2025,Store 36,Peripherals,Voucher,9,432.15
11.07.2025,Store 23,Networking,Cash,14,438.22
30.08.2024,Store 04,Monitors,Card,22,118.12
21.05.2024,Store 14,Storage,Cash,3,355.81
26.02.2025,Store 24,Monitors,Wallet,1,35.08
08.04.2025,Store 38,Storage,Voucher,13,151.88
13.09.2024,Store 35,Monitors,Card,16,411.42
08.06.2024,Store 16,Laptops,Cash,13,167.69
29.05.2024,Store 39,Storage,Voucher,12,183.76
19.09.2025,Store 13,Laptops,Voucher,16,446.1
21.10.2024,Store 14,Peripherals,Wallet,20,321.8
09.02.2024,Store 35,Monitors,Card,2,345.14
12.06.2025,Store 31,Monitors,Cash,4,149.37
25.11.2025,Store 21,Peripherals,Voucher,7,74.47
29.06.2025,Store 38,Peripherals,Voucher,22,249.6
13.05.2024,Store 36,Monitors,Cash,13,161.42
09.02.2024,Store 10,Monitors,Cash,12,67.72
02.07.2025,Store 35,Monitors,Voucher,20,229.99
07.01.2024,Store 15,Networking,Voucher,17,239.35
24.01.2024,Store 11,Monitors,Card,2,293.01
07.04.2025,Store 35,Storage,Wallet,12,151.78
25.07.2024,Store 08,Networking,Card,2,423.32
21.08.2024,Store 22,Networking,Voucher,1,459.18
20.04.2024,Store 25,Peripherals,Cash,4,167.82
22.08.2025,Store 06,Networking,Card,22,225.76
02.10.2024,Store 18,Laptops,Card,3,122.68
24.02.2025,Store 34,Networking,Voucher,7,442.09
21.02.2024,Store 10,Laptops,Cash,16,212.8
02.10.2024,Store 39,Networking,Cash,21,31.44
18.08.2025,Store 28,Laptops,Wallet,4,133.72
18.09.2025,Store 03,Laptops,Voucher,2,459.04
09.06.2025,Store 32,Storage,Voucher,11,134.93
13.08.2025,Store 40,Storage,Wallet,11,197
27.06.2025,Store 15,Laptops,Wallet,7,261.32
19.04.2024,Store 17,Laptops,Wallet,20,168.04
25.11.2025,Store 37,Networking,Voucher,5,247.88
20.09.2024,Store 32,Networking,Voucher,21,192.07
22.09.2024,Store 04,Laptops,Voucher,21,48.92
04.08.2024,Store 03,Laptops,Cash,19,386.16
05.05.2024,Store 34,Monitors,Wallet,17,446.57
30.10.2024,Store 28,Monitors,Wallet,15,60.98
20.09.2024,Store 03,Storage,Voucher,10,93.28
28.02.2024,Store 19,Monitors,Voucher,9,296.9
20.04.2024,Store 27,Peripherals,Voucher,10,295.78
13.11.2024,Store 39,Laptops,Card,3,292.01
16.02.2024,Store 33,Storage,Cash,10,458.05
02.03.2025,Store 15,Storage,Card,15,327.82
31.12.2024,Store 31,Networking,Cash,13,307.2
12.08.2024,Store 03,Laptops,Cash,2,412.36
06.11.2025,Store 25,Peripherals,Voucher,13,98.17
03.11.2024,Store 37,Peripherals,Wallet,12,283.21
09.11.2024,Store 19,Laptops,Card,9,46.58
20.02.2025,Store 05,Storage,Voucher,7,456.72
23.04.2024,Store 31,Laptops,Card,21,157.27
14.10.2024,Store 36,Peripherals,Card,9,160
03.05.2024,Store 38,Storage,Card,13,138.08
02.01.2025,Store 30,Networking,Voucher,14,272.21
26.03.2025,Store 36,Peripherals,Cash,22,180.01
11.01.2025,Store 21,Networking,Voucher,13,419.89
15.08.2024,Store 34,Networking,Wallet,20,271.23
01.04.2025,Store 02,Monitors,Card,16,281.72
29.02.2024,Store 14,Monitors,Voucher,21,40.92
13.01.2025,Store 04,Monitors,Wallet,15,74.73
12.08.2025,Store 10,Laptops,Voucher,14,223.85
22.02.2025,Store 25,Monitors,Voucher,19,355.56
01.07.2024,Store 04,Monitors,Wallet,3,199.81
27.09.2024,Store 31,Peripherals,Wallet,1,287.58
02.03.2024,Store 27,Laptops,Voucher,10,47.25
04.10.2025,Store 29,Monitors,Voucher,7,229.94
03.12.2024,Store 36,Networking,Wallet,10,328.8
27.02.2024,Store 32,Storage,Card,19,318.59
24.12.2024,Store 33,Storage,Voucher,17,327.35
07.08.2024,Store 35,Networking,Voucher,14,285.71
18.10.2025,Store 12,Monitors,Cash,12,453.14
25.03.2025,Store 33,Monitors,Card,3,171.3
15.05.2024,Store 01,Storage,Voucher,19,344.52
24.07.2025,Store 04,Networking,Card,12,462.71
03.03.2025,Store 23,Peripherals,Cash,19,63.01
01.09.2025,Store 03,Peripherals,Card,18,352.13
13.01.2025,Store 11,Networking,Wallet,3,154.1
27.02.2024,Store 11,Laptops,Wallet,20,179.8
03.11.2025,Store 25,Peripherals,Cash,18,64.84
22.05.2025,Store 32,Monitors,Card,18,433.83
10.06.2025,Store 29,Laptops,Voucher,13,186.52
03.08.2025,Store 26,Laptops,Wallet,13,258.04
29.10.2024,Store 21,Monitors,Wallet,13,310.92
10.06.2025,Store 29,Peripherals,Wallet,2,345
08.06.2024,Store 04,Laptops,Cash,6,192.93
24.01.2024,Store 08,Monitors,Cash,1,181.76
09.11.2025,Store 20,Monitors,Wallet,22,452.4
09.06.2025,Store 33,Monitors,Wallet,8,284.96
07.08.2024,Store 27,Laptops,Voucher,22,337.03
23.02.2024,Store 36,Laptops,Wallet,5,451.84
17.05.2024,Store 06,Monitors,Wallet,15,159.62
29.06.2025,Store 13,Monitors,Cash,15,28
22.07.2025,Store 40,Monitors,Cash,20,342.05
01.07.2025,Store 05,Networking,Card,22,10.85
28.09.2025,Store 28,Peripherals,Card,19,105.18
04.03.2024,Store 24,Peripherals,Voucher,21,453.2
08.01.2024,Store 31,Monitors,Cash,20,142.2
14.11.2024,Store 21,Storage,Card,20,65.54
09.05.2024,Store 10,Storage,Wallet,15,473.65
16.04.2025,Store 38,Storage,Card,1,22.97
19.05.2024,Store 34,Monitors,Voucher,10,77.56
22.10.2024,Store 26,Networking,Voucher,10,97.52
24.03.2024,Store 17,Networking,Cash,12,374.37
06.08.2024,Store 35,Monitors,Wallet,2,216.35
25.10.2025,Store 28,Monitors,Wallet,14,9.66
23.08.2025,Store 08,Storage,Voucher,14,336.62
05.09.2024,Store 01,Laptops,Wallet,12,355.33
04.07.2025,Store 03,Peripherals,Cash,11,440.89
10.04.2025,Store 06,Networking,Wallet,3,126.57
14.03.2025,Store 02,Networking,Wallet,17,73.2
05.11.2025,Store 18,Storage,Card,14,136.05
23.09.2025,Store 11,Laptops,Voucher,1,84.9
15.07.2025,Store 06,Laptops,Wallet,7,307.28
18.11.2024,Store 01,Peripherals,Voucher,16,326.91
06.10.2024,Store 10,Monitors,Wallet,11,254.22
28.06.2024,Store 26,Networking,Wallet,11,387.4
14.08.2024,Store 38,Laptops,Voucher,21,124.21
30.07.2025,Store 35,Laptops,Voucher,4,89.13
12.08.2025,Store 16,Peripherals,Voucher,1,342.55
09.07.2024,Store 11,Storage,Cash,16,126.04
15.03.2024,Store 23,Storage,Wallet,10,410.91
28.01.2025,Store 31,Storage,Card,22,65.03
23.01.2024,Store 02,Peripherals,Voucher,2,219.44
23.07.2025,Store 30,Laptops,Cash,8,198.51
23.10.2024,Store 15,Storage,Voucher,3,465.36
08.01.2024,Store 21,Monitors,Cash,4,384.07
07.04.2025,Store 26,Laptops,Voucher,1,389.82
17.07.2025,Store 18,Peripherals,Wallet,21,164.57
11.11.2025,Store 03,Networking,Voucher,22,343.89
24.04.2024,Store 17,Networking,Cash,3,82.64
30.10.2024,Store 38,Monitors,Voucher,13,163.41
29.10.2025,Store 26,Networking,Cash,9,219.83
30.03.2025,Store 31,Storage,Wallet,13,382.17
22.02.2025,Store 13,Storage,Cash,9,151.78
25.02.2025,Store 14,Networking,Cash,11,422.29
19.11.2025,Store 17,Networking,Card,19,373.9
04.11.2025,Store 01,Storage,Voucher,6,17.46
07.08.2024,Store 34,Monitors,Voucher,12,384.79
14.10.2025,Store 28,Monitors,Voucher,21,119.76
16.07.2025,Store 32,Laptops,Card,10,213.22
07.12.2024,Store 16,Monitors,Cash,17,374.1
04.03.2024,Store 34,Monitors,Wallet,2,468.96
17.04.2024,Store 05,Storage,Card,7,267.46
30.09.2024,Store 02,Peripherals,Wallet,18,123.73
14.02.2024,Store 12,Networking,Voucher,13,175.76
18.11.2024,Store 27,Laptops,Cash,5,19.06
12.03.2025,Store 22,Monitors,Voucher,9,193.99
22.12.2024,Store 22,Monitors,Wallet,12,142.22
01.10.2024,Store 22,Storage,Wallet,17,158.24
18.08.2024,Store 35,Monitors,Card,12,130.79
17.12.2024,Store 24,Networking,Wallet,18,398.64
25.01.2024,Store 19,Storage,Voucher,9,196.15
06.07.2025,Store 39,Monitors,Cash,1,282.12
18.04.2024,Store 03,Peripherals,Cash,19,346.35
27.06.2024,Store 35,Peripherals,Cash,16,262.33
23.02.2025,Store 19,Storage,Card,11,139.83
11.01.2024,Store 15,Peripherals,Voucher,3,100.14
07.05.2025,Store 26,Networking,Cash,16,96.21
04.02.2025,Store 36,Laptops,Card,18,49.98
13.06.2024,Store 04,Laptops,Card,14,155.96
21.06.2024,Store 17,Networking,Cash,18,388.31
12.01.2024,Store 01,Laptops,Voucher,21,104.39
04.11.2024,Store 30,Peripherals,Card,1,214.08
22.10.2024,Store 25,Monitors,Cash,15,7.5
01.06.2025,Store 03,Monitors,Card,14,73.79
06.01.2024,Store 06,Peripherals,Cash,19,75.1
12.10.2024,Store 39,Monitors,Wallet,14,203.49
22.10.2025,Store 23,Monitors,Voucher,5,267.39
04.05.2025,Store 30,Laptops,Card,15,82.98
25.02.2025,Store 32,Peripherals,Card,16,310.57
24.06.2024,Store 01,Monitors,Voucher,17,90.18
06.03.2024,Store 27,Monitors,Card,18,181.46
10.09.2025,Store 07,Peripherals,Wallet,8,271.18
02.07.2024,Store 02,Storage,Cash,4,92.4
12.09.2024,Store 03,Networking,Wallet,16,309.02
08.09.2025,Store 29,Monitors,Voucher,5,180.34
25.05.2024,Store 03,Laptops,Cash,12,451.3
07.07.2025,Store 04,Peripherals,Card,20,449.26
12.01.2024,Store 32,Networking,Cash,12,106.27
02.07.2024,Store 27,Networking,Cash,12,267.48
29.08.2025,Store 40,Monitors,Wallet,5,80.25
04.09.2025,Store 30,Monitors,Card,7,454.37
06.02.2025,Store 09,Networking,Wallet,11,424.87
18.11.2024,Store 14,Laptops,Cash,2,98.03
02.02.2024,Store 13,Peripherals,Cash,19,307.32
06.02.2024,Store 20,Monitors,Voucher,4,67.92
15.03.2025,Store 04,Peripherals,Card,5,268.08
02.01.2025,Store 01,Peripherals,Cash,5,470.63
17.07.2025,Store 31,Peripherals,Wallet,9,360.26
16.07.2025,Store 39,Monitors,Wallet,17,186.22
12.05.2024,Store 38,Networking,Wallet,21,32.47
16.07.2025,Store 33,Storage,Wallet,21,293
11.09.2025,Store 38,Laptops,Wallet,13,220.03
14.04.2025,Store 18,Networking,Voucher,22,422.47
18.05.2024,Store 21,Monitors,Wallet,10,179.2
21.02.2024,Store 18,Networking,Voucher,11,95.77
05.10.2025,Store 38,Laptops,Card,4,64.38
16.05.2024,Store 17,Monitors,Card,4,8.19
08.02.2024,Store 19,Peripherals,Voucher,11,68.5
16.10.2025,Store 39,Monitors,Card,17,388.06
10.02.2024,Store 31,Peripherals,Wallet,7,200.66
09.10.2024,Store 19,Monitors,Card,3,357.21
15.06.2024,Store 18,Monitors,Card,7,371.93
14.11.2024,Store 10,Peripherals,Wallet,7,17.02
22.05.2025,Store 27,Laptops,Card,6,22.45
02.03.2024,Store 35,Peripherals,Cash,6,424.78
25.07.2025,Store 27,Laptops,Cash,18,309.86
05.04.2024,Store 12,Storage,Voucher,19,478.5
31.05.2024,Store 29,Storage,Cash,10,306.98
19.02.2025,Store 24,Networking,Wallet,4,182.55
24.11.2024,Store 16,Monitors,Voucher,6,89.94
09.10.2024,Store 22,Monitors,Wallet,13,457.51
16.04.2025,Store 34,Laptops,Cash,9,248.29
19.06.2024,Store 20,Monitors,Voucher,3,36
26.01.2025,Store 25,Storage,Card,13,91.62
11.10.2024,Store 20,Laptops,Cash,19,269.54
18.10.2024,Store 34,Storage,Voucher,21,49.26
04.01.2024,Store 23,Monitors,Cash,21,185.7
03.10.2024,Store 23,Networking,Wallet,16,190.83
26.04.2025,Store 13,Monitors,Wallet,11,216.67
07.01.2025,Store 03,Peripherals,Card,9,472.99
05.08.2025,Store 08,Networking,Cash,10,237.53
31.12.2024,Store 18,Storage,Wallet,1,457.83
18.03.2025,Store 27,Monitors,Cash,3,199.72
23.06.2025,Store 20,Networking,Cash,9,126.53
15.07.2024,Store 28,Laptops,Wallet,4,230.83
21.03.2025,Store 19,Peripherals,Voucher,10,280.41
23.11.2025,Store 28,Monitors,Cash,20,418.47
05.02.2025,Store 25,Peripherals,Wallet,17,154.43
07.09.2025,Store 36,Networking,Card,12,160.92
22.01.2025,Store 31,Networking,Cash,17,185.5
06.11.2025,Store 39,Networking,Voucher,5,449.56
02.08.2025,Store 07,Storage,Voucher,14,30
30.08.2025,Store 08,Monitors,Card,6,36.53
01.09.2024,Store 08,Monitors,Voucher,2,350.89
04.05.2025,Store 03,Storage,Cash,7,283.74
27.07.2025,Store 39,Storage,Cash,19,154.16
30.03.2024,Store 06,Storage,Card,4,303.67
18.02.2025,Store 24,Laptops,Card,4,250.47
23.03.2024,Store 02,Peripherals,Voucher,1,12.2
23.07.2025,Store 33,Storage,Card,11,260.97
02.04.2025,Store 38,Peripherals,Voucher,17,200.03
05.02.2024,Store 21,Laptops,Voucher,7,314.44
05.10.2025,Store 16,Laptops,Voucher,6,219.43
05.03.2024,Store 19,Monitors,Cash,11,438.41
12.12.2024,Store 24,Networking,Wallet,5,150.1
31.01.2025,Store 04,Peripherals,Cash,10,162.77
28.07.2025,Store 20,Monitors,Voucher,15,84.16
17.01.2025,Store 31,Storage,Wallet,19,107.47
07.03.2025,Store 03,Peripherals,Voucher,3,442.61
19.02.2025,Store 22,Monitors,Cash,22,375.54
12.01.2025,Store 07,Peripherals,Voucher,10,247.95
03.04.2025,Store 15,Laptops,Cash,1,298.48
13.05.2024,Store 36,Laptops,Card,5,439.57
19.10.2024,Store 11,Monitors,Wallet,17,263.91
23.09.2024,Store 17,Laptops,Wallet,5,420.66
01.02.2024,Store 22,Peripherals,Card,14,103.97
17.12.2024,Store 26,Networking,Card,3,112.22
08.02.2024,Store 29,Monitors,Wallet,8,403.25
05.04.2025,Store 06,Networking,Wallet,13,136.26
11.03.2024,Store 05,Storage,Wallet,19,117.19
17.04.2025,Store 12,Storage,Card,20,337.19
06.09.2024,Store 34,Storage,Wallet,2,289.89
01.03.2024,Store 29,Storage,Voucher,13,408.58
10.08.2025,Store 36,Monitors,Voucher,1,418.53
09.11.2024,Store 13,Networking,Wallet,7,286.38
13.08.2024,Store 28,Peripherals,Card,4,21.88
07.08.2024,Store 07,Peripherals,Voucher,3,259.59
30.04.2025,Store 20,Networking,Wallet,12,312.77
05.07.2024,Store 03,Peripherals,Cash,15,452.47
26.07.2024,Store 37,Storage,Card,16,338.57
22.11.2025,Store 23,Monitors,Voucher,12,33.21
04.03.2024,Store 26,Storage,Wallet,15,359.15
14.05.2024,Store 13,Peripherals,Card,6,327.5
19.07.2024,Store 13,Peripherals,Card,2,25.24
25.08.2025,Store 02,Laptops,Wallet,1,42.19
01.11.2024,Store 10,Networking,Cash,20,163.21
09.05.2025,Store 17,Peripherals,Wallet,9,180.2
03.06.2025,Store 24,Monitors,Cash,14,294.18
15.09.2025,Store 31,Networking,Cash,22,110.68
04.06.2025,Store 09,Laptops,Card,1,40.37
04.07.2025,Store 26,Storage,Wallet,10,469.5
12.12.2024,Store 04,Storage,Card,19,24.43
13.02.2025,Store 40,Monitors,Card,20,415.8
02.04.2024,Store 15,Networking,Wallet,22,156.17
28.02.2024,Store 01,Monitors,Voucher,10,136.2
28.03.2024,Store 10,Storage,Card,11,388.74
04.09.2025,Store 07,Storage,Cash,19,403.24
18.03.2025,Store 05,Networking,Card,15,263.89
29.04.2024,Store 28,Laptops,Cash,19,173.05
08.03.2024,Store 03,Networking,Card,8,158.32
29.09.2025,Store 07,Networking,Voucher,6,179.85
26.08.2025,Store 04,Peripherals,Wallet,5,34.35
27.05.2024,Store 09,Laptops,Card,6,176.74
28.06.2024,Store 02,Storage,Voucher,14,282.23
22.08.2024,Store 06,Laptops,Voucher,18,213.59
16.09.2025,Store 05,Networking,Wallet,9,464.92
30.12.2024,Store 03,Laptops,Wallet,6,2.98
07.08.2025,Store 34,Laptops,Card,17,44.91
18.03.2025,Store 11,Monitors,Card,5,42.14
27.08.2024,Store 21,Monitors,Cash,16,322.23
07.10.2024,Store 04,Networking,Card,17,44.54
09.06.2024,Store 30,Monitors,Cash,16,256.62
26.03.2025,Store 02,Laptops,Cash,19,103.07
14.09.2025,Store 35,Laptops,Card,13,414.24
17.08.2025,Store 38,Storage,Card,18,137.9
25.05.2024,Store 34,Storage,Card,3,17.06
18.06.2025,Store 35,Networking,Card,12,104.8
29.05.2025,Store 05,Storage,Cash,2,15.43
12.08.2025,Store 11,Monitors,Wallet,14,176.31
20.02.2024,Store 06,Laptops,Wallet,2,414.65
07.08.2025,Store 27,Monitors,Voucher,13,236.26
21.07.2025,Store 22,Storage,Wallet,10,201.93
06.03.2024,Store 38,Storage,Cash,11,65.52
25.01.2024,Store 19,Storage,Voucher,2,465.44
19.01.2024,Store 09,Laptops,Card,17,59.69
12.05.2024,Store 19,Storage,Card,4,68.65
12.04.2025,Store 06,Laptops,Wallet,5,8.67
08.08.2024,Store 34,Peripherals,Voucher,11,467.64
16.01.2024,Store 28,Laptops,Voucher,6,157.73
08.09.2025,Store 02,Laptops,Card,8,182.73
20.03.2025,Store 24,Laptops,Voucher,19,250.43
06.03.2024,Store 06,Peripherals,Wallet,9,183.07
19.02.2024,Store 38,Laptops,Cash,17,364.88
29.07.2025,Store 39,Networking,Card,6,158.82
24.01.2025,Store 03,Monitors,Cash,16,214.11
19.10.2025,Store 05,Peripherals,Card,9,76.35
12.01.2025,Store 14,Storage,Wallet,5,188.08
10.09.2025,Store 28,Laptops,Card,5,258.55
23.06.2024,Store 19,Networking,Card,13,127.79
19.06.2025,Store 38,Networking,Wallet,16,348.62
22.11.2025,Store 29,Networking,Voucher,22,285.13
16.02.2025,Store 05,Laptops,Voucher,21,462.16
20.02.2024,Store 21,Networking,Voucher,10,255.83
20.11.2024,Store 13,Networking,Voucher,11,45.32
27.08.2024,Store 23,Monitors,Wallet,2,7.61
20.01.2024,Store 39,Peripherals,Wallet,14,364.54
22.04.2025,Store 17,Monitors,Wallet,15,381.86
30.11.2024,Store 09,Peripherals,Cash,7,357.63
15.08.2024,Store 25,Laptops,Cash,10,411.08
28.05.2024,Store 15,Laptops,Cash,19,436.49
20.08.2024,Store 04,Monitors,Wallet,19,468.85
01.04.2024,Store 38,Laptops,Wallet,10,137.3
01.11.2024,Store 03,Peripherals,Cash,15,131.35
09.02.2025,Store 18,Peripherals,Voucher,5,375.17
11.05.2025,Store 24,Monitors,Wallet,9,372.46
05.06.2025,Store 07,Monitors,Wallet,15,106.94
07.03.2024,Store 33,Peripherals,Cash,22,410.63
30.07.2025,Store 20,Networking,Wallet,3,251.53
20.07.2025,Store 33,Storage,Wallet,16,115.84
17.01.2024,Store 17,Laptops,Voucher,2,135.01
05.08.2025,Store 39,Monitors,Card,20,21.89
06.10.2025,Store 12,Networking,Voucher,14,281.76
25.05.2025,Store 21,Peripherals,Card,13,46.13
14.08.2025,Store 26,Storage,Cash,6,456.46
13.05.2025,Store 26,Storage,Card,13,312.85
23.10.2024,Store 20,Peripherals,Voucher,20,425.75
08.05.2024,Store 09,Laptops,Card,4,168.26
03.05.2024,Store 25,Laptops,Card,10,293.28
26.10.2024,Store 25,Laptops,Wallet,17,305.95
20.10.2024,Store 21,Networking,Voucher,4,280.96
29.11.2025,Store 25,Networking,Card,8,283.92
20.10.2025,Store 20,Networking,Wallet,18,251.17
27.09.2024,Store 26,Peripherals,Cash,6,266.09
08.05.2024,Store 13,Storage,Wallet,4,292.01
27.08.2025,Store 29,Laptops,Cash,21,253.82
11.06.2025,Store 22,Peripherals,Voucher,15,305.04
23.11.2024,Store 35,Peripherals,Cash,7,394.7
10.02.2024,Store 13,Networking,Voucher,1,15.61
04.07.2024,Store 34,Monitors,Card,10,146.46
12.06.2024,Store 05,Peripherals,Cash,9,194.35
08.01.2024,Store 19,Peripherals,Wallet,6,241.36
06.04.2024,Store 30,Networking,Wallet,11,444.3
28.09.2024,Store 32,Monitors,Wallet,9,138.53
25.04.2025,Store 27,Peripherals,Cash,13,365.2
08.02.2025,Store 26,Monitors,Card,9,136.58
26.01.2025,Store 02,Monitors,Wallet,17,300.7
28.07.2025,Store 17,Storage,Cash,14,456.11
03.02.2025,Store 15,Peripherals,Voucher,1,259.91
03.03.2024,Store 14,Monitors,Card,8,340.14
26.10.2024,Store 38,Storage,Cash,14,18.85
28.04.2025,Store 19,Storage,Voucher,22,50.59
16.06.2024,Store 06,Monitors,Card,2,323.05
02.08.2025,Store 31,Peripherals,Voucher,22,205.73
11.03.2025,Store 20,Laptops,Cash,19,258.75
19.11.2025,Store 11,Monitors,Card,2,354.21
02.02.2024,Store 33,Storage,Voucher,21,451.01
15.02.2024,Store 31,Networking,Cash,5,229.12
02.09.2024,Store 09,Storage,Cash,9,81.12
02.10.2024,Store 25,Monitors,Card,11,331.5
11.08.2025,Store 25,Laptops,Voucher,19,387.48
04.07.2024,Store 08,Laptops,Card,22,133.08
10.10.2024,Store 32,Monitors,Cash,10,391.51
08.08.2025,Store 13,Peripherals,Voucher,5,315.69
24.05.2025,Store 27,Storage,Card,9,57.18
27.11.2024,Store 32,Monitors,Cash,3,109.81
13.03.2024,Store 02,Storage,Wallet,9,142
11.01.2024,Store 17,Peripherals,Voucher,11,237.29
27.04.2025,Store 34,Monitors,Card,17,358.72
28.01.2024,Store 22,Monitors,Card,3,241.95
22.01.2024,Store 27,Storage,Card,12,10.16
20.07.2025,Store 17,Networking,Wallet,22,65.82
12.06.2025,Store 16,Laptops,Voucher,19,88.62
14.07.2025,Store 17,Peripherals,Cash,10,271.93
02.05.2024,Store 06,Networking,Cash,14,357.78
01.01.2025,Store 08,Laptops,Voucher,14,86.36
06.08.2025,Store 30,Laptops,Cash,4,406.4
09.01.2025,Store 22,Networking,Voucher,9,113.8
31.01.2025,Store 28,Networking,Card,12,120.79
06.11.2025,Store 12,Monitors,Wallet,2,471.86
23.09.2024,Store 06,Monitors,Voucher,21,392.96
15.06.2025,Store 33,Networking,Voucher,10,22.49
18.08.2025,Store 40,Peripherals,Card,5,103.57
26.12.2024,Store 30,Monitors,Card,19,321.07
12.05.2024,Store 30,Laptops,Card,19,433.61
23.05.2024,Store 02,Storage,Voucher,1,321.37
21.04.2025,Store 10,Networking,Cash,3,246.6
18.06.2024,Store 27,Storage,Voucher,18,145.99
